lat,lng,population,Location
33.7177,-83.8001,144,"Jersey, GA"
32.238,-84.3089,1867,"Ellaville, GA"
33.0509,-84.1759,105,"Aldora, GA"
31.9488,-83.4568,1112,"Rochelle, GA"
32.2945,-81.2354,13572,"Rincon, GA"
33.7627,-84.4225,5228750,"Atlanta, GA"
34.335,-83.4987,1137,"Homer, GA"
31.7571,-84.6159,967,"Shellman, GA"
33.3645,-82.0708,389383,"Augusta, GA"
32.0867,-81.1773,8970,"Garden City, GA"
31.7216,-82.1987,203,"Surrency, GA"
33.9797,-83.6922,1391,"Russell, GA"
32.6773,-84.5406,856,"Talbotton, GA"
32.3822,-82.3153,475,"Oak Park, GA"
32.5855,-83.2273,158,"Allentown, GA"
32.0047,-81.0317,998,"Dutch Island, GA"
32.0281,-81.1785,280082,"Savannah, GA"
33.9366,-84.3703,106739,"Sandy Springs, GA"
32.812,-84.6989,472,"Shiloh, GA"
34.9664,-85.3622,1569,"Lookout Mountain, GA"
31.1741,-84.7319,1879,"Colquitt, GA"
34.4856,-83.1983,378,"Martin, GA"
33.6714,-83.1063,352,"Woodville, GA"
34.6103,-83.5284,1828,"Clarkesville, GA"
33.3421,-84.2911,137,"Sunny Side, GA"
33.3258,-83.3886,3959,"Eatonton, GA"
33.795,-84.2634,10217,"Scottdale, GA"
33.3092,-84.555,4213,"Senoia, GA"
32.8108,-83.1737,553,"Irwinton, GA"
32.0371,-82.508,584,"Uvalda, GA"
33.5678,-83.1878,2755,"Greensboro, GA"
33.7355,-82.7427,3330,"Washington, GA"
32.8632,-84.0939,179,"Culloden, GA"
33.7026,-85.1893,520,"Waco, GA"
33.0376,-82.2474,109,"Vidette, GA"
30.879,-84.205,9244,"Cairo, GA"
33.1777,-84.3582,465,"Williamson, GA"
34.1686,-84.4843,11935,"Holly Springs, GA"
33.337,-84.6504,361,"Sharpsburg, GA"
31.9462,-83.5417,302,"Pitts, GA"
34.232,-84.9445,653,"Kingston, GA"
31.7721,-84.4437,4088,"Dawson, GA"
34.3406,-85.0854,1978,"Shannon, GA"
32.3187,-82.5595,85,"Tarrytown, GA"
32.5595,-83.1535,209,"Montrose, GA"
31.041,-83.0748,2810,"Lakeland, GA"
40.0428,-86.8975,18305,"Crawfordsville, IN"
38.7369,-85.5387,105,"Kent, IN"
39.0676,-84.9053,3703,"Aurora, IN"
40.9059,-87.1612,598,"Collegeville, IN"
41.3147,-84.9012,465,"St. Joe, IN"
39.4936,-87.2667,1024,"Seelyville, IN"
39.537,-87.3653,4231,"North Terre Haute, IN"
39.8325,-86.2002,242,"Wynnedale, IN"
39.6349,-84.926,2038,"Liberty, IN"
38.2042,-87.9151,172,"Griffin, IN"
41.5336,-86.0138,1834,"Wakarusa, IN"
39.9447,-84.8308,71,"Whitewater, IN"
41.5005,-85.8248,1456,"New Paris, IN"
40.9807,-85.8393,506,"Laketon, IN"
38.6679,-86.9974,154,"Cannelburg, IN"
38.1692,-86.8257,607,"St. Meinrad, IN"
41.7563,-86.8181,298,"Michiana Shores, IN"
41.2159,-86.4236,1422,"Culver, IN"
39.7832,-86.0517,1552,"Warren Park, IN"
41.5256,-85.3667,1029,"Wolcottville, IN"
41.4328,-85.0347,2239,"Waterloo, IN"
40.5452,-86.5242,1981,"Flora, IN"
39.9973,-85.2512,357,"Mooreland, IN"
39.4279,-85.6286,1061,"St. Paul, IN"
39.9658,-86.1461,92198,"Carmel, IN"
41.5303,-86.6974,237,"Kingsbury, IN"
38.5549,-86.2778,124,"Livonia, IN"
39.4233,-85.0114,2509,"Brookville, IN"
39.4078,-85.3066,902,"Lake Santee, IN"
40.602,-85.9275,373,"Amboy, IN"
41.443,-87.4702,17259,"St. John, IN"
39.8329,-86.3824,25911,"Brownsburg, IN"
41.1966,-84.9245,1649,"Harlan, IN"
38.3827,-87.2129,834,"Winslow, IN"
40.1089,-87.1577,513,"Hillsboro, IN"
39.2373,-85.0931,1033,"Sunman, IN"
38.124,-85.9736,204,"Elizabeth, IN"
38.6854,-85.7831,11416,"Scottsburg, IN"
39.7153,-86.087,14795,"Beech Grove, IN"
41.1928,-87.4462,263,"Schneider, IN"
40.6126,-85.5592,102,"Landess, IN"
37.8901,-87.0538,2169,"Rockport, IN"
40.8645,-86.0771,471,"Denver, IN"
39.1293,-85.292,1593,"Osgood, IN"
41.2308,-85.3201,1823,"Churubusco, IN"
38.2132,-86.126,5532,"Corydon, IN"
38.1168,-86.9292,2411,"Santa Claus, IN"
39.7665,-87.2295,4199,"Rockville, IN"
38.102,-86.2759,28,"New Amsterdam, IN"
39.2254,-84.8613,5326,"Bright, IN"
41.6432,-85.005,11252,"Angola, IN"
38.7221,-86.8002,29,"Dover Hill, IN"
40.6568,-85.2225,168,"Poneto, IN"
40.2743,-85.8371,9218,"Elwood, IN"
38.3513,-85.9372,1819,"Galena, IN"
38.109,-87.0315,263,"Gentryville, IN"
41.2099,-84.9681,1121,"Grabill, IN"
38.9531,-84.8546,2146,"Rising Sun, IN"
41.0535,-86.6037,2392,"Winamac, IN"
39.9765,-85.6171,518,"Markleville, IN"
39.7607,-86.5081,9819,"Danville, IN"
39.5211,-86.7995,2113,"Cloverdale, IN"
40.5975,-84.9569,1345,"Geneva, IN"
39.8857,-85.6086,453,"Wilkinson, IN"
39.5337,-86.3778,86,"Bethany, IN"
39.4981,-85.4676,715,"Milroy, IN"
39.7412,-84.8517,130,"Boston, IN"
38.6668,-86.7939,785,"Shoals, IN"
40.0035,-85.3861,335,"Mount Summit, IN"
38.7991,-87.4604,172,"Emison, IN"
40.9523,-87.299,117,"Mount Ayr, IN"
41.7478,-85.9657,4615,"Simonton Lake, IN"
40.1898,-85.2037,1359,"Parker City, IN"
39.6738,-85.7052,1348,"Morristown, IN"
41.6912,-85.962,148131,"Elkhart, IN"
41.6169,-87.4909,76618,"Hammond, IN"
40.1107,-85.7294,22,"River Forest, IN"
41.4121,-86.7795,280,"Hanna, IN"
40.4206,-85.8218,95,"Point Isabel, IN"
38.0469,-87.2847,6348,"Boonville, IN"
38.8717,-87.4412,597,"Oaktown, IN"
39.6431,-86.8419,10834,"Greencastle, IN"
39.7844,-85.9459,5683,"Cumberland, IN"
38.5395,-85.7655,1949,"Henryville, IN"
39.8306,-87.2502,330,"Bloomingdale, IN"
39.9549,-84.9193,767,"Fountain City, IN"
41.0743,-85.8923,920,"Silver Lake, IN"
40.0454,-85.1264,183,"Modoc, IN"
41.0192,-86.4125,589,"Kewanna, IN"
39.7911,-87.3694,1005,"Montezuma, IN"
38.8914,-85.5169,324,"Dupont, IN"
39.2769,-87.1126,823,"Clay City, IN"
39.4535,-85.6629,581,"Waldron, IN"
38.2786,-87.377,289,"Somerville, IN"
40.5831,-86.6672,2996,"Delphi, IN"
39.9055,-85.5222,451,"Kennard, IN"
40.5076,-86.8527,1946,"Battle Ground, IN"
39.4638,-87.4506,2219,"West Terre Haute, IN"
38.6759,-86.9143,2932,"Loogootee, IN"
40.3509,-86.9622,1868,"Shadeland, IN"
38.9853,-85.6106,306,"Vernon, IN"
40.6599,-86.1011,860,"Bunker Hill, IN"
39.5991,-87.1078,384,"Carbon, IN"
40.7016,-85.0795,86,"Vera Cruz, IN"
39.6881,-86.6698,549,"Coatesville, IN"
39.6697,-86.7532,534,"Fillmore, IN"
39.0973,-87.4074,4351,"Sullivan, IN"
39.512,-87.4628,860,"St. Mary of the Woods, IN"
38.6632,-87.3062,471,"Wheatland, IN"
41.456,-86.3083,551,"La Paz, IN"
40.5254,-86.7476,394,"Americus, IN"
39.6956,-86.3708,32865,"Plainfield, IN"
41.0838,-85.6278,1750,"South Whitley, IN"
41.685,-86.9804,605,"Beverly Shores, IN"
40.492,-85.1468,691,"Pennville, IN"
39.9647,-86.7145,346,"New Ross, IN"
38.8247,-86.1716,687,"Medora, IN"
40.1973,-87.527,137,"State Line City, IN"
40.8143,-86.1113,751,"Mexico, IN"
38.026,-86.1994,81,"Mauckport, IN"
39.5658,-87.4327,772,"Tecumseh, IN"
39.999,-86.2921,26710,"Zionsville, IN"
40.3745,-85.2073,3491,"Dunkirk, IN"
40.9155,-85.2807,611,"Zanesville, IN"
38.01,-87.0319,474,"Chrisney, IN"
41.4893,-85.361,1388,"Rome City, IN"
39.2861,-86.7726,2250,"Spencer, IN"
40.0595,-85.542,2472,"Middletown, IN"
40.0237,-85.1837,225,"Losantville, IN"
38.3221,-85.7673,21694,"Clarksville, IN"
40.6739,-85.7221,838,"La Fontaine, IN"
38.462,-86.2732,245,"Hardinsburg, IN"
39.9835,-87.0554,65,"Alamo, IN"
39.6019,-86.1073,57375,"Greenwood, IN"
41.1992,-85.7032,1018,"Pierceton, IN"
39.3514,-86.1094,1340,"Princes Lakes, IN"
41.0673,-85.0233,15560,"New Haven, IN"
41.4359,-85.144,256,"Corunna, IN"
37.903,-87.2217,902,"Hatfield, IN"
39.2094,-85.9183,58771,"Columbus, IN"
40.2724,-87.3861,687,"West Lebanon, IN"
39.6224,-87.2818,707,"Rosedale, IN"
41.2443,-85.8478,32813,"Warsaw, IN"
39.8475,-87.1868,322,"Marshall, IN"
40.4639,-85.5008,3273,"Upland, IN"
39.3097,-85.3273,343,"New Point, IN"
40.0874,-85.692,86481,"Anderson, IN"
39.1637,-86.5257,114959,"Bloomington, IN"
40.5771,-85.878,1219,"Converse, IN"
40.1243,-85.6878,78,"Country Club Heights, IN"
39.5507,-86.0742,4350,"Whiteland, IN"
41.5438,-87.1367,5064,"South Haven, IN"
39.5335,-87.0734,624,"Harmony, IN"
40.4537,-85.3736,5733,"Hartford City, IN"
39.0559,-87.5672,221,"Merom, IN"
41.3521,-85.1525,197,"Altona, IN"
40.1318,-86.2195,3121,"Sheridan, IN"
38.1617,-87.4481,650,"Elberfeld, IN"
40.2471,-86.7244,711,"Clarks Hill, IN"
41.5616,-86.5513,1500,"Fish Lake, IN"
41.4441,-85.2578,10383,"Kendallville, IN"
40.741,-85.5618,101,"Mount Etna, IN"
39.0598,-85.8877,192,"Jonesville, IN"
40.5066,-85.8244,923,"Swayzee, IN"
40.9639,-85.3761,1695,"Roanoke, IN"
38.9172,-86.5557,893,"Avoca, IN"
40.4808,-86.3944,600,"Burlington, IN"
39.5849,-85.8627,578,"Fairland, IN"
40.4882,-87.0857,1254,"Otterbein, IN"
41.6077,-86.7137,21681,"La Porte, IN"
39.0175,-85.6314,11352,"North Vernon, IN"
39.9527,-86.9217,632,"New Market, IN"
41.6743,-86.6207,681,"Rolling Prairie, IN"
40.4765,-85.9625,3158,"Greentown, IN"
39.8484,-86.1731,633,"Rocky Ripple, IN"
41.6882,-86.9518,697,"Town of Pines, IN"
40.952,-84.9955,888,"Hoagland, IN"
41.6736,-86.1669,49177,"Mishawaka, IN"
37.937,-86.9842,713,"Grandview, IN"
41.4303,-86.8926,1013,"Wanatah, IN"
38.735,-85.2445,79,"Brooksburg, IN"
39.3729,-86.2585,971,"Morgantown, IN"
40.1742,-86.0211,1666,"Arcadia, IN"
40.6622,-86.8678,496,"Chalmers, IN"
39.8127,-85.2055,753,"Dublin, IN"
40.113,-85.5942,2488,"Chesterfield, IN"
40.4173,-85.6477,2780,"Fairmount, IN"
39.0326,-85.5131,224,"Butlerville, IN"
39.3947,-86.5629,665,"Paragon, IN"
41.7233,-86.8671,225,"Pottawattamie Park, IN"
38.3076,-85.8241,36461,"New Albany, IN"
41.3172,-87.0269,1949,"Kouts, IN"
40.8286,-84.9282,10613,"Decatur, IN"
40.1943,-86.9778,334,"New Richmond, IN"
40.7585,-86.0714,12643,"Peru, IN"
40.0879,-87.0661,959,"Waynetown, IN"
37.9106,-86.7377,1504,"Cannelton, IN"
41.4142,-85.8446,1566,"Milford, IN"
38.5462,-86.6202,1781,"French Lick, IN"
41.7174,-86.5476,1257,"Hudson Lake, IN"
38.5184,-87.524,246,"Decker, IN"
40.9462,-86.2641,318,"Fulton, IN"
40.3138,-85.5009,859,"Gaston, IN"
41.0044,-85.775,5761,"North Manchester, IN"
39.3963,-86.3494,607,"Painted Hills, IN"
37.9462,-87.169,404,"Richland, IN"
41.1049,-85.7425,80,"Sidney, IN"
40.164,-87.1489,190,"Mellott, IN"
39.9775,-85.087,176,"Economy, IN"
39.3509,-85.9625,4592,"Edinburgh, IN"
38.3714,-86.3444,814,"Marengo, IN"
41.3307,-85.8489,556,"Leesburg, IN"
41.2507,-85.4433,1414,"Tri-Lakes, IN"
39.8346,-86.1926,103,"Spring Hill, IN"
41.5729,-87.2599,11965,"Lake Station, IN"
39.9878,-87.1484,93,"Wallace, IN"
40.7797,-86.7719,471,"Norway, IN"
39.8472,-84.8912,324,"Spring Grove, IN"
41.0388,-86.0249,1123,"Akron, IN"
38.8791,-86.0466,3111,"Brownstown, IN"
38.5675,-86.612,556,"West Baden Springs, IN"
40.0356,-86.0066,61882,"Noblesville, IN"
39.5325,-85.7762,20663,"Shelbyville, IN"
38.9608,-87.4015,666,"Carlisle, IN"
40.3361,-85.6435,983,"Summitville, IN"
41.7012,-86.2379,6720,"Notre Dame, IN"
39.9954,-86.6204,512,"Advance, IN"
40.3795,-86.0868,576,"Sharpsville, IN"
40.1186,-85.5576,1665,"Daleville, IN"
39.9167,-86.799,1019,"Ladoga, IN"
38.9879,-87.0813,718,"Lyons, IN"
38.4015,-87.5875,733,"Patoka, IN"
39.4481,-85.1378,207,"Metamora, IN"
40.1989,-85.395,88688,"Muncie, IN"
41.4728,-87.3197,34871,"Merrillville, IN"
38.8147,-86.6446,438,"Williams, IN"
38.9237,-87.0191,187,"Newberry, IN"
39.8911,-85.5801,852,"Shirley, IN"
39.7862,-85.1563,460,"Milton, IN"
41.7305,-85.1722,433,"Orland, IN"
40.8644,-86.5,838,"Royal Center, IN"
40.6567,-84.9555,5677,"Berne, IN"
40.6624,-86.2443,1021,"Walton, IN"
41.7143,-86.2322,135,"Indian Village, IN"
38.758,-85.3971,17981,"Madison, IN"
38.6615,-86.4517,2098,"Orleans, IN"
41.7373,-86.135,30717,"Granger, IN"
40.5145,-85.7815,33,"Herbst, IN"
38.0018,-86.7991,401,"Troy, IN"
39.6582,-85.141,14646,"Connersville, IN"
41.6963,-86.8555,2003,"Trail Creek, IN"
39.8676,-86.4647,3375,"Pittsboro, IN"
40.8769,-85.1683,3791,"Ossian, IN"
41.1287,-84.8503,1603,"Woodburn, IN"
41.6647,-86.0787,2489,"Osceola, IN"
40.9746,-86.5613,248,"Star City, IN"
39.1619,-87.1995,2145,"Jasonville, IN"
38.024,-87.512,3625,"Melody Hill, IN"
39.667,-87.5203,233,"Blanford, IN"
38.9305,-86.7292,536,"Owensburg, IN"
40.183,-85.5123,11199,"Yorktown, IN"
39.7271,-87.3317,326,"Mecca, IN"
40.3481,-85.1524,1313,"Redkey, IN"
41.3482,-86.3187,12406,"Plymouth, IN"
38.2461,-87.5734,4372,"Fort Branch, IN"
38.4893,-87.5404,257,"Hazleton, IN"
41.337,-87.4037,1595,"Lake Dalecarlia, IN"
39.6883,-86.5231,1011,"Clayton, IN"
38.6514,-86.2613,576,"Campbellsburg, IN"
38.6145,-87.3531,530,"Monroe City, IN"
40.2368,-84.9159,241,"Saratoga, IN"
39.3561,-84.9371,151,"Cedar Grove, IN"
37.9528,-86.7597,9668,"Tell City, IN"
39.8873,-86.1567,1694,"Meridian Hills, IN"
39.884,-86.5421,488,"Lizton, IN"
38.5657,-85.5461,531,"New Washington, IN"
39.7937,-86.2479,12140,"Speedway, IN"
40.7472,-86.3519,20809,"Logansport, IN"
41.5285,-86.2744,795,"Lakeville, IN"
41.7098,-86.8705,65144,"Michigan City, IN"
39.8569,-86.9832,352,"Russellville, IN"
39.8967,-85.9208,6838,"McCordsville, IN"
41.5277,-85.6964,946,"Millersburg, IN"
39.8068,-85.3529,352,"Lewisville, IN"
41.6771,-86.2692,281100,"South Bend, IN"
40.8299,-85.2415,310,"Uniondale, IN"
40.6585,-86.148,2499,"Grissom AFB, IN"
39.4931,-86.0542,25089,"Franklin, IN"
40.4874,-86.7622,166,"Buck Creek, IN"
40.2823,-86.7687,579,"Stockwell, IN"
39.0986,-84.8712,12956,"Lawrenceburg, IN"
41.1989,-86.8922,104,"San Pierre, IN"
39.9991,-85.4393,376,"Sulphur Springs, IN"
39.6889,-86.6125,422,"Amo, IN"
40.1888,-85.2755,835,"Selma, IN"
41.395,-85.5487,547,"Kimmell, IN"
41.648,-85.4179,3260,"Lagrange, IN"
40.0318,-86.455,15577,"Lebanon, IN"
40.4117,-85.4262,219,"Shamrock Lakes, IN"
39.6261,-85.302,240,"Glenwood, IN"
40.1944,-86.6671,675,"Colfax, IN"
41.0885,-85.1436,328564,"Fort Wayne, IN"
39.8841,-87.407,490,"Newport, IN"
41.6257,-87.0801,4818,"Porter, IN"
41.2304,-86.5845,1409,"Bass Lake, IN"
39.9706,-86.3609,8179,"Whitestown, IN"
41.324,-85.6979,3700,"North Webster, IN"
40.601,-86.8663,1527,"Brookston, IN"
39.2935,-84.9641,672,"St. Leon, IN"
41.5395,-85.5474,1212,"Topeka, IN"
38.3934,-86.9404,16262,"Jasper, IN"
41.5906,-87.3472,76008,"Gary, IN"
39.035,-87.0534,284,"Switz City, IN"
38.8665,-87.2277,49,"Westphalia, IN"
41.1308,-87.439,750,"Lake Village, IN"
39.8491,-86.8004,895,"Roachdale, IN"
38.427,-85.6677,7496,"Charlestown, IN"
40.2818,-86.0424,6522,"Tipton, IN"
39.1255,-85.127,1856,"Milan, IN"
38.1645,-86.0511,94,"New Middletown, IN"
40.1293,-86.61,1478,"Thorntown, IN"
39.9642,-86.9607,960,"Lake Holiday, IN"
41.6696,-85.7076,4283,"Middlebury, IN"
41.448,-86.1507,4589,"Bremen, IN"
39.7288,-86.7123,3000,"Heritage Lake, IN"
40.0335,-85.8407,2390,"Lapel, IN"
40.3412,-87.0432,708,"West Point, IN"
41.5112,-87.1411,2515,"Salt Creek Commons, IN"
39.3507,-86.6656,795,"Gosport, IN"
41.6346,-85.9235,6110,"Dunlap, IN"
41.4978,-87.509,15941,"Dyer, IN"
38.7427,-85.0783,1652,"Vevay, IN"
39.038,-85.6849,3235,"Country Squire Lakes, IN"
41.1561,-86.4823,204,"Monterey, IN"
37.9494,-87.4053,3237,"Newburgh, IN"
41.1987,-87.1974,4942,"De Motte, IN"
38.9714,-85.739,1112,"Hayden, IN"
39.2041,-85.3273,228,"Napoleon, IN"
38.1873,-87.7085,539,"Cynthiana, IN"
41.5587,-87.2718,1959,"New Chicago, IN"
39.0704,-87.259,892,"Dugger, IN"
40.6263,-85.7464,248,"Jalapa, IN"
39.2582,-84.8225,281,"West Harrison, IN"
41.4226,-85.7492,7068,"Syracuse, IN"
39.5694,-84.819,643,"West College Corner, IN"
40.5496,-85.66,41165,"Marion, IN"
39.4154,-87.0752,232,"Center Point, IN"
39.1673,-84.8444,5344,"Hidden Valley, IN"
39.5842,-86.4792,1443,"Monrovia, IN"
38.3717,-85.9847,863,"Greenville, IN"
38.3425,-86.2749,812,"Milltown, IN"
41.4638,-85.5943,4752,"Ligonier, IN"
40.8605,-85.6022,1133,"Andrews, IN"
38.315,-86.6961,418,"Birdseye, IN"
39.2996,-86.6498,217,"Stinesville, IN"
40.3279,-86.3917,457,"Michigantown, IN"
38.2039,-87.5752,1705,"Haubstadt, IN"
40.2583,-85.676,5015,"Alexandria, IN"
38.7837,-84.9235,18,"Florence, IN"
39.2826,-85.8691,240,"Clifford, IN"
39.0597,-86.5108,3362,"Smithville-Sanders, IN"
38.4919,-87.281,2307,"Petersburg, IN"
40.1889,-86.9028,764,"Linden, IN"
40.6157,-85.5039,820,"Van Buren, IN"
41.7432,-86.8526,1156,"Long Beach, IN"
41.4782,-87.0507,33376,"Valparaiso, IN"
39.8298,-84.9935,2549,"Centerville, IN"
39.919,-85.3697,21855,"New Castle, IN"
38.2555,-87.2588,199,"Spurgeon, IN"
38.6759,-87.5102,20501,"Vincennes, IN"
41.1306,-85.8825,430,"Claypool, IN"
38.8702,-84.9889,438,"East Enterprise, IN"
41.3666,-85.0559,22457,"Auburn, IN"
39.5727,-85.622,297,"Manilla, IN"
40.1072,-86.7766,852,"Darlington, IN"
38.8462,-86.0992,277,"Vallonia, IN"
41.2928,-87.4206,10253,"Lowell, IN"
40.5221,-87.2484,1130,"Oxford, IN"
40.7588,-86.6505,564,"Idaville, IN"
38.0938,-87.5793,1425,"Darmstadt, IN"
40.4377,-84.9835,5929,"Portland, IN"
41.4598,-87.1497,2512,"Shorewood Forest, IN"
39.3085,-86.1227,1108,"Cordry Sweetwater Lakes, IN"
40.1184,-85.6972,78,"Woodlawn Heights, IN"
39.8674,-85.9904,48704,"Lawrence, IN"
40.3875,-85.4976,561,"Matthews, IN"
40.4897,-85.5984,5805,"Gas City, IN"
39.796,-85.5312,2831,"Knightstown, IN"
41.3247,-87.2016,3485,"Hebron, IN"
40.0662,-86.4652,125,"Ulen, IN"
39.6458,-85.5796,434,"Arlington, IN"
41.2198,-85.0192,3789,"Leo-Cedarville, IN"
38.6662,-86.2975,91,"Saltillo, IN"
39.2526,-87.3807,1081,"Farmersburg, IN"
40.9381,-87.1683,6067,"Rensselaer, IN"
39.8072,-87.4945,573,"Dana, IN"
40.8392,-85.7276,397,"Lagro, IN"
41.059,-86.196,7041,"Rochester, IN"
41.7177,-86.2506,631,"Roseland, IN"
38.909,-86.9047,146,"Scotland, IN"
39.3088,-84.8967,331,"New Trenton, IN"
40.3752,-86.7739,1647,"Dayton, IN"
38.5029,-86.0152,1381,"New Pekin, IN"
40.9582,-86.1296,202,"Macy, IN"
39.5436,-86.3674,1579,"Brooklyn, IN"
39.66,-86.1171,1763,"Southport, IN"
38.1291,-87.9308,763,"New Harmony, IN"
38.3375,-85.7026,47383,"Jeffersonville, IN"
40.4894,-87.5165,219,"Ambia, IN"
39.0771,-85.716,90,"Scipio, IN"
39.9746,-85.8148,2446,"Ingalls, IN"
39.4124,-86.1499,1232,"Trafalgar, IN"
40.9111,-85.9246,458,"Roann, IN"
40.4704,-87.0354,250,"Montmorenci, IN"
41.1549,-85.9687,197,"Burket, IN"
38.8762,-87.0849,664,"Elnora, IN"
41.4418,-87.1166,1602,"Aberdeen, IN"
38.758,-87.4154,476,"Bruceville, IN"
39.7119,-87.52,390,"St. Bernice, IN"
40.7426,-85.173,10085,"Bluffton, IN"
39.2075,-86.2372,1072,"Nashville, IN"
39.3515,-85.5024,11971,"Greensburg, IN"
40.292,-85.0285,755,"Ridgeville, IN"
40.0051,-85.7692,4287,"Pendleton, IN"
39.4568,-87.4639,136,"Toad Hop, IN"
41.4785,-86.6927,1400,"Kingsford Heights, IN"
38.0368,-87.3747,3371,"Chandler, IN"
41.5105,-87.1712,405,"Wheeler, IN"
40.2884,-87.2922,1837,"Williamsport, IN"
38.9773,-86.127,320,"Freetown, IN"
39.4227,-86.4208,13022,"Martinsville, IN"
39.0636,-85.2564,2102,"Versailles, IN"
38.7364,-86.4746,4106,"Mitchell, IN"
40.7452,-84.9413,875,"Monroe, IN"
40.3057,-85.2332,2169,"Albany, IN"
39.0752,-85.3847,473,"Holton, IN"
39.9474,-87.4646,1114,"Cayuga, IN"
40.2211,-85.772,1833,"Frankton, IN"
41.5994,-87.0549,13503,"Chesterton, IN"
41.4074,-87.2203,7061,"Lakes of the Four Seasons, IN"
39.7771,-86.1458,1564699,"Indianapolis, IN"
40.7455,-86.7669,8468,"Monticello, IN"
41.2161,-86.7769,1715,"North Judson, IN"
40.9733,-84.8682,1327,"Monroeville, IN"
41.4656,-86.4824,3208,"Walkerton, IN"
39.8167,-86.3207,1423,"Clermont, IN"
41.6484,-87.4536,28215,"East Chicago, IN"
38.8602,-86.4895,14845,"Bedford, IN"
41.7228,-85.4255,493,"Howe, IN"
38.7744,-87.3079,3165,"Bicknell, IN"
40.5006,-85.854,166,"Sims, IN"
39.6156,-85.4466,6425,"Rushville, IN"
39.1351,-85.8125,525,"Elizabethtown, IN"
40.4095,-85.5728,249,"Fowlerton, IN"
38.7952,-85.6528,10,"Deputy, IN"
39.4353,-85.3472,184,"Clarksburg, IN"
40.464,-86.1277,79099,"Kokomo, IN"
38.4028,-85.7706,8860,"Sellersburg, IN"
39.1931,-87.2265,190,"Coalmont, IN"
41.728,-84.9396,2162,"Fremont, IN"
40.6855,-87.4199,336,"Earl Park, IN"
39.2324,-86.6233,6677,"Ellettsville, IN"
40.4796,-85.6302,1662,"Jonesboro, IN"
38.1988,-87.3141,949,"Lynnville, IN"
40.2876,-87.2449,5036,"Attica, IN"
39.8082,-85.2907,215,"Straughn, IN"
41.3177,-86.8899,532,"La Crosse, IN"
41.2755,-86.0461,590,"Etna Green, IN"
41.4141,-87.3456,29625,"Crown Point, IN"
38.8424,-86.9891,1402,"Odon, IN"
39.4076,-84.8755,80,"Mount Carmel, IN"
39.8374,-85.4378,852,"Spiceland, IN"
39.0185,-85.0531,1404,"Dillsboro, IN"
39.6608,-87.4045,6202,"Clinton, IN"
39.7937,-85.7738,22094,"Greenfield, IN"
41.6743,-85.5765,704,"Shipshewana, IN"
38.4353,-86.197,173,"Fredericksburg, IN"
40.5494,-85.2874,1691,"Montpelier, IN"
39.1316,-84.851,4417,"Greendale, IN"
39.6696,-86.1312,750,"Homecroft, IN"
39.7767,-85.8536,222,"Spring Lake, IN"
39.2114,-85.435,132,"Millhousen, IN"
39.2964,-85.9503,1045,"Taylorsville, IN"
40.3458,-86.6674,1229,"Mulberry, IN"
38.8943,-86.9012,178,"Crane, IN"
40.3626,-85.9571,671,"Windfall City, IN"
38.8366,-84.8293,205,"Patriot, IN"
38.5572,-86.4699,3232,"Paoli, IN"
38.2718,-87.6918,1330,"Owensville, IN"
40.9445,-87.4503,1113,"Morocco, IN"
39.8596,-86.6445,532,"North Salem, IN"
41.4097,-87.2623,5684,"Winfield, IN"
39.8123,-85.1905,105,"Mount Auburn, IN"
39.1791,-87.3972,1217,"Shelburn, IN"
41.1612,-85.4855,9535,"Columbia City, IN"
38.1733,-86.9849,1502,"Dale, IN"
40.1929,-86.3593,767,"Kirklin, IN"
38.7137,-85.4724,3513,"Hanover, IN"
41.1535,-87.2881,4594,"Roselawn, IN"
39.9115,-85.1554,1690,"Hagerstown, IN"
40.399,-86.8593,159293,"Lafayette, IN"
40.888,-86.7374,915,"Buffalo, IN"
41.3526,-85.1238,6364,"Garrett, IN"
41.3966,-85.4186,2327,"Albion, IN"
41.6731,-87.4843,4825,"Whiting, IN"
41.6189,-87.1258,1727,"Burns Harbor, IN"
40.7739,-87.4466,1697,"Kentland, IN"
39.4864,-87.1888,513,"Staunton, IN"
38.1699,-87.7834,1035,"Poseyville, IN"
40.288,-86.2293,314,"Kempton, IN"
39.8773,-87.0452,422,"Waveland, IN"
40.5358,-84.9633,250,"Bryant, IN"
41.191,-87.0526,840,"Wheatfield, IN"
38.5606,-86.9481,105,"Alfordsville, IN"
39.8125,-85.1703,3615,"Cambridge City, IN"
39.1859,-87.2989,770,"Hymera, IN"
39.7366,-85.5715,890,"Carthage, IN"
39.8318,-84.8904,42508,"Richmond, IN"
38.8047,-87.1517,493,"Plainville, IN"
41.3638,-85.2317,2425,"Avilla, IN"
41.5139,-87.2729,28255,"Hobart, IN"
38.8653,-87.3102,837,"Freelandville, IN"
39.924,-85.8465,4032,"Fortville, IN"
38.1994,-86.3451,233,"Leavenworth, IN"
40.7611,-86.5947,338,"Burnettsville, IN"
41.5318,-85.084,523,"Hudson, IN"
40.1404,-87.3911,2509,"Covington, IN"
41.4274,-84.8721,2661,"Butler, IN"
40.1032,-85.7374,1862,"Edgewood, IN"
40.2694,-85.7277,409,"Orestes, IN"
39.8917,-85.0411,390,"Greens Fork, IN"
39.018,-86.5532,790,"Harrodsburg, IN"
39.8133,-85.137,352,"East Germantown, IN"
40.7492,-86.8743,526,"Reynolds, IN"
