lat,lng,population,Location
38.8529,-82.1303,10708,"Point Pleasant, WV"
39.4568,-80.2636,154,"Worthington, WV"
37.5734,-81.4146,370,"Itmann, WV"
38.9561,-81.7619,4001,"Ravenswood, WV"
38.251,-81.1943,198,"Dixie, WV"
38.1203,-82.5952,673,"Fort Gay, WV"
39.1807,-81.513,1437,"Mineralwells, WV"
38.4109,-82.4344,194155,"Huntington, WV"
38.4159,-82.0722,3256,"Culloden, WV"
38.5462,-79.808,65,"Frank, WV"
39.2874,-80.3158,1378,"Despard, WV"
39.1266,-79.4609,644,"Davis, WV"
37.4906,-81.3194,129,"Covel, WV"
38.2153,-81.444,904,"East Bank, WV"
38.4119,-81.8194,6561,"Nitro, WV"
40.406,-80.5671,67082,"Weirton, WV"
38.3686,-80.5973,148,"Camden-on-Gauley, WV"
39.4442,-79.5435,1501,"Terra Alta, WV"
38.1859,-80.0152,112,"Huntersville, WV"
37.6741,-82.271,3001,"Williamson, WV"
37.8409,-81.9624,444,"Stollings, WV"
38.2082,-81.3868,575,"Pratt, WV"
39.2624,-81.5419,64253,"Parkersburg, WV"
38.1741,-81.3241,4434,"Montgomery, WV"
39.7101,-80.1685,320,"Pentress, WV"
39.3431,-80.3163,418,"Spelter, WV"
38.3951,-82.554,1352,"Ceredo, WV"
39.675,-80.0678,1304,"Cassville, WV"
39.7024,-80.5147,109,"Littleton, WV"
37.741,-81.2299,2102,"Crab Orchard, WV"
38.2362,-82.6028,179,"Prichard, WV"
37.3599,-81.4648,147,"Pageton, WV"
37.7799,-81.8183,503,"Amherstdale, WV"
40.5072,-80.6115,1050,"New Cumberland, WV"
38.1357,-81.1038,1353,"Ansted, WV"
39.4318,-77.8048,5045,"Shepherdstown, WV"
38.3246,-80.645,1784,"Craigsville, WV"
38.9092,-79.7089,0,"Bowden, WV"
38.2876,-81.833,1767,"Alum Creek, WV"
38.1958,-81.4928,1105,"Chelyan, WV"
38.2221,-80.5363,1906,"Richwood, WV"
37.6142,-81.8689,403,"Gilbert, WV"
37.724,-81.1267,2379,"Daniels, WV"
37.7861,-81.9341,144,"Neibert, WV"
40.319,-80.5825,2578,"Hooverson Heights, WV"
38.4851,-80.2981,36,"Bergoo, WV"
37.4268,-81.5078,162,"Kimball, WV"
39.5207,-80.2997,163,"Rachel, WV"
39.6432,-78.7711,630,"Ridgeley, WV"
39.0754,-79.6299,257,"Hendricks, WV"
38.9237,-79.8541,10988,"Elkins, WV"
39.2604,-80.3265,1540,"Nutter Fort, WV"
39.341,-80.0161,5823,"Grafton, WV"
38.0381,-81.2759,121,"Kincaid, WV"
39.4973,-78.7646,1449,"Fort Ashby, WV"
39.6587,-79.9868,1958,"Star City, WV"
37.8282,-81.9652,556,"McConnell, WV"
39.3648,-80.307,249,"Gypsy, WV"
39.2339,-80.1277,99,"Galloway, WV"
37.3516,-81.2515,546,"Montcalm, WV"
38.4294,-82.0169,6542,"Hurricane, WV"
37.4158,-81.4463,235,"Keystone, WV"
38.5472,-80.032,316,"Valley Head, WV"
39.4239,-80.1889,660,"White Hall, WV"
39.6144,-78.2857,382,"Great Cacapon, WV"
39.9854,-80.7335,1775,"McMechen, WV"
39.4023,-81.1951,4146,"St. Marys, WV"
37.9713,-81.7138,157,"Van, WV"
37.6776,-81.218,1823,"Coal City, WV"
37.7086,-81.9881,262,"Sarah Ann, WV"
37.5329,-81.3821,466,"Bud, WV"
38.1297,-81.2539,173,"Falls View, WV"
38.4782,-80.4082,688,"Addison, WV"
39.3454,-78.7564,1737,"Romney, WV"
39.039,-80.4616,4904,"Weston, WV"
39.5599,-80.9987,1288,"Sistersville, WV"
39.5304,-80.6404,50,"Jacksonburg, WV"
38.2288,-80.5805,110,"Fenwick, WV"
39.5319,-80.1205,917,"Rivesville, WV"
37.4759,-81.6474,356,"Davy, WV"
39.0674,-79.8144,154,"Montrose, WV"
37.2805,-81.245,1245,"Brush Fork, WV"
20.0397,-155.3696,596,"Paauilo, HI"
19.0415,-155.6254,1005,"Discovery Harbour, HI"
22.2186,-159.561,162,"Haena, HI"
21.0704,-156.8355,403,"Ualapue, HI"
21.4921,-157.8721,477,"Waikane, HI"
20.9959,-156.6418,303,"Kapalua, HI"
21.3892,-158.1445,11757,"Nanakuli, HI"
21.9622,-159.3918,4013,"Puhi, HI"
21.3617,-158.0246,4949,"West Loch Estate, HI"
21.3344,-158.0262,24181,"Ewa Gentry, HI"
19.6156,-155.0372,2627,"Keaau, HI"
19.9389,-155.8604,869,"Puako, HI"
21.6111,-157.9118,3464,"Hauula, HI"
21.9236,-159.4814,1352,"Omao, HI"
21.3591,-158.0813,20615,"Makakilo, HI"
21.4936,-158.0617,20229,"Schofield Barracks, HI"
21.3418,-158.039,8087,"Ewa Villages, HI"
21.5485,-157.8534,1119,"Kaaawa, HI"
21.4211,-157.8203,4811,"Heeia, HI"
21.3858,-158.0103,41715,"Waipahu, HI"
20.8715,-156.4603,30706,"Kahului, HI"
21.6793,-157.9473,2353,"Kahuku, HI"
21.4031,-157.9566,46259,"Pearl City, HI"
21.4379,-157.8404,8085,"Ahuimanu, HI"
21.9159,-159.5236,5416,"Kalaheo, HI"
21.1334,-157.2123,424,"Maunaloa, HI"
19.4995,-155.8937,3949,"Captain Cook, HI"
20.2267,-155.805,1782,"Kapaau, HI"
20.9156,-156.3022,7420,"Haiku-Pauwela, HI"
20.2392,-155.8305,1242,"Hawi, HI"
21.4465,-158.0147,28343,"Mililani Town, HI"
22.1983,-159.5456,150,"Wainiha, HI"
19.7917,-155.0962,1121,"Papaikou, HI"
21.6991,-158.0026,260,"Kawela Bay, HI"
19.8695,-155.1124,433,"Honomu, HI"
21.4576,-157.8453,4926,"Kahaluu, HI"
21.3754,-157.9185,14335,"Halawa, HI"
19.1995,-155.4793,1719,"Pahala, HI"
20.8848,-156.6618,13223,"Lahaina, HI"
22.2041,-159.4977,254,"Hanalei, HI"
20.0746,-155.4656,2299,"Honokaa, HI"
19.48,-155.2487,3060,"Volcano, HI"
21.6511,-158.0436,4823,"Pupukea, HI"
21.6443,-157.928,6168,"Laie, HI"
19.6886,-155.0864,45703,"Hilo, HI"
19.5423,-154.9223,5302,"Hawaiian Beaches, HI"
21.0905,-156.9981,3494,"Kaunakakai, HI"
20.0124,-155.6378,12064,"Waimea, HI"
21.5811,-157.8901,1226,"Punaluu, HI"
21.4842,-158.1854,1576,"Makaha Valley, HI"
19.5833,-155.0721,1381,"Kurtistown, HI"
22.055,-159.3406,2906,"Wailua, HI"
22.091,-159.352,10505,"Kapaa, HI"
21.4451,-157.7515,11198,"Kaneohe Station, HI"
21.9445,-159.6436,363,"Pakala Village, HI"
21.3294,-157.846,833671,"Honolulu, HI"
20.6873,-156.4291,5602,"Wailea, HI"
21.5871,-158.1074,3625,"Haleiwa, HI"
19.4648,-155.1324,838,"Fern Forest, HI"
19.5726,-155.958,3500,"Kahaluu-Keauhou, HI"
21.3913,-157.9345,13158,"Waimalu, HI"
20.9062,-156.3678,2638,"Paia, HI"
22.2177,-159.4809,1945,"Princeville, HI"
19.0716,-155.6143,179,"Waiohinu, HI"
20.1195,-155.5654,335,"Kukuihaele, HI"
21.3403,-158.0665,21086,"Kapolei, HI"
21.9088,-159.5801,2863,"Eleele, HI"
19.7625,-155.0948,570,"Paukaa, HI"
21.3215,-158.0812,24,"Kalaeloa, HI"
21.512,-158.0273,4496,"Whitmore Village, HI"
21.3181,-158.0073,15047,"Ewa Beach, HI"
19.4961,-154.9454,772,"Pahoa, HI"
21.9728,-159.3541,7064,"Lihue, HI"
21.4735,-158.0346,2672,"Wheeler AFB, HI"
21.4569,-158.1759,13636,"Waianae, HI"
19.5082,-155.0785,1560,"Fern Acres, HI"
20.9276,-156.6795,968,"Kaanapali, HI"
20.8671,-156.3381,1031,"Haliimaile, HI"
19.4917,-155.0958,709,"Eden Roc, HI"
19.5787,-155.902,2288,"Honalo, HI"
20.8047,-156.4898,253,"Maalaea, HI"
20.8541,-156.6424,528,"Launiupoko, HI"
21.4025,-158.0058,7446,"Waikele, HI"
21.3865,-157.9232,9332,"Aiea, HI"
20.7211,-156.3625,2282,"Keokea, HI"
19.5042,-154.9117,1766,"Nanawale Estates, HI"
21.903,-159.461,2741,"Koloa, HI"
21.3378,-158.1188,1655,"Ko Olina, HI"
19.0959,-155.7749,4726,"Hawaiian Ocean View, HI"
20.8391,-156.5221,3294,"Waikapu, HI"
21.3421,-157.7303,6578,"Waimanalo, HI"
19.4538,-155.8588,2844,"Honaunau-Napoopoo, HI"
21.2975,-157.7211,47868,"East Honolulu, HI"
21.914,-159.5874,2876,"Hanapepe, HI"
20.772,-156.0107,1047,"Hana, HI"
19.5828,-154.9693,11564,"Hawaiian Paradise Park, HI"
19.0698,-155.5751,943,"Naalehu, HI"
21.4143,-157.9966,11607,"Waipio, HI"
21.9684,-159.7141,3243,"Kekaha, HI"
21.1563,-157.0591,2013,"Kualapuu, HI"
20.7653,-156.4454,22220,"Kihei, HI"
19.5358,-155.1596,3836,"Mountain View, HI"
21.9187,-159.6241,854,"Kaumakani, HI"
20.8222,-156.6169,116,"Olowalu, HI"
22.065,-159.3771,6212,"Wailua Homesteads, HI"
20.848,-156.319,6832,"Makawao, HI"
20.8329,-156.3415,8340,"Pukalani, HI"
20.7419,-156.9012,18,"Manele, HI"
19.557,-155.0142,3310,"Orchidlands Estates, HI"
20.7706,-156.3284,7520,"Kula, HI"
21.4053,-158.0318,14396,"Royal Kunia, HI"
21.4735,-158.2103,8832,"Makaha, HI"
21.4756,-157.9947,20393,"Mililani Mauka, HI"
21.5775,-158.1487,1780,"Mokuleia, HI"
20.631,-156.4252,150,"Makena, HI"
20.9188,-156.5063,9017,"Waihee-Waiehu, HI"
21.3145,-158.0289,13579,"Ocean Pointe, HI"
21.3288,-157.6975,3860,"Waimanalo Beach, HI"
19.6238,-155.9269,8732,"Holualoa, HI"
20.8261,-156.2917,957,"Olinda, HI"
19.7369,-156.0122,11107,"Kalaoa, HI"
19.5286,-155.9033,1938,"Kealakekua, HI"
22.2165,-159.4405,219,"Kalihiwai, HI"
19.8316,-155.1061,1605,"Pepeekeo, HI"
21.392,-157.7396,38088,"Kailua, HI"
21.4062,-157.7904,34123,"Kaneohe, HI"
20.9767,-156.6646,7311,"Napili-Honokowai, HI"
19.7449,-155.0985,1278,"Wainaku, HI"
21.3311,-157.9475,8931,"Hickam Housing, HI"
19.5325,-155.0497,2889,"Hawaiian Acres, HI"
19.9749,-155.238,541,"Laupahoehoe, HI"
20.8834,-156.5059,16995,"Wailuku, HI"
21.566,-158.1198,3733,"Waialua, HI"
19.4659,-154.9157,1655,"Leilani Estates, HI"
20.226,-155.7816,632,"Halaula, HI"
21.8834,-159.46,1068,"Poipu, HI"
21.9203,-159.5006,1985,"Lawai, HI"
21.4134,-158.1702,10190,"Maili, HI"
22.1455,-159.3151,1986,"Anahola, HI"
21.4689,-158.0173,5432,"Waipio Acres, HI"
21.3232,-157.9775,3710,"Iroquois Point, HI"
21.5004,-158.0198,17555,"Wahiawa, HI"
19.5214,-154.9944,3099,"Ainaloa, HI"
20.8279,-156.9147,3185,"Lanai City, HI"
21.3667,-157.7713,2020,"Maunawili, HI"
20.9539,-156.6565,1075,"Mahinahina, HI"
22.2108,-159.3964,2261,"Kilauea, HI"
21.9954,-159.3493,5386,"Hanamaulu, HI"
19.9285,-155.8185,6014,"Waikoloa Village, HI"
25.2574,-80.3242,1009,"North Key Largo, FL"
29.6092,-82.8146,2851,"Trenton, FL"
26.1593,-80.1395,12773,"Wilton Manors, FL"
30.7826,-87.2309,863,"Chumuckla, FL"
28.7893,-81.276,59317,"Sanford, FL"
29.506,-82.2806,631,"Micanopy, FL"
26.2057,-80.2549,65669,"Tamarac, FL"
30.0472,-81.7855,8736,"Asbury Lake, FL"
30.6332,-85.5874,379,"Wausau, FL"
30.4127,-86.6588,4291,"Mary Esther, FL"
28.469,-82.5999,5207,"Timber Pines, FL"
25.8787,-80.125,5841,"Surfside, FL"
29.7925,-82.1663,1030,"Waldo, FL"
30.19,-81.3704,4571,"Sawgrass, FL"
28.6928,-80.8468,5982,"Mims, FL"
26.6815,-80.1265,3416,"Royal Palm Estates, FL"
30.6838,-86.994,575,"Roeville, FL"
26.3218,-80.2533,32202,"Parkland, FL"
28.4727,-81.4169,24368,"Oak Ridge, FL"
30.9343,-87.0246,147,"Fidelis, FL"
30.529,-86.4753,15249,"Niceville, FL"
28.183,-82.1539,969,"Crystal Springs, FL"
30.964,-86.4561,601,"Laurel Hill, FL"
30.8418,-86.887,169,"Munson, FL"
28.5474,-82.5206,3571,"High Point, FL"
28.2118,-82.7504,6837,"Beacon Square, FL"
27.7065,-82.4209,22162,"Ruskin, FL"
25.7241,-80.339,14345,"Olympia Heights, FL"
30.4992,-84.4582,3326,"Midway, FL"
25.8216,-80.2417,16615,"Brownsville, FL"
26.8486,-80.166,55036,"Palm Beach Gardens, FL"
30.7943,-85.226,7273,"Marianna, FL"
30.477,-83.7604,147,"Aucilla, FL"
28.7754,-81.3721,6135,"Heathrow, FL"
27.9087,-82.7162,5303,"South Highpoint, FL"
30.2956,-82.9847,7040,"Live Oak, FL"
27.6378,-80.4855,8135,"West Vero Corridor, FL"
27.3328,-82.4616,13541,"Fruitville, FL"
28.4651,-81.374,12270,"Pine Castle, FL"
27.8832,-82.3593,8425,"Progress Village, FL"
30.0282,-84.3936,1029,"Panacea, FL"
30.1148,-85.1935,2091,"Wewahitchka, FL"
27.2254,-82.4944,4345,"Vamo, FL"
27.9942,-82.4451,2804240,"Tampa, FL"
27.2161,-80.24,893,"Rio, FL"
30.2549,-85.9511,3764,"Laguna Beach, FL"
28.8815,-81.324,20784,"DeBary, FL"
26.0463,-80.2862,35732,"Cooper City, FL"
28.8006,-82.3372,6010,"Inverness Highlands South, FL"
30.4158,-87.3028,16839,"Myrtle Grove, FL"
29.4479,-82.468,479,"Raleigh, FL"
26.0889,-81.7031,5335,"Lely Resort, FL"
27.8155,-82.7162,5093,"Kenneth City, FL"
30.9505,-85.4025,224,"Campbellton, FL"
28.6335,-81.9986,1371,"Center Hill, FL"
27.1227,-82.437,3376,"Nokomis, FL"
29.0162,-81.3343,4162,"West DeLand, FL"
26.2466,-80.2119,58430,"Margate, FL"
26.7325,-80.9518,2564,"Harlem, FL"
28.6271,-81.4354,14027,"Lockhart, FL"
27.0694,-82.4054,7904,"Venice Gardens, FL"
26.126,-80.2617,93909,"Plantation, FL"
26.6195,-80.0591,38107,"Lake Worth, FL"
30.8982,-87.035,353,"Berrydale, FL"
26.5634,-80.0531,2772,"Hypoluxo, FL"
28.8359,-82.488,6099,"Lecanto, FL"
28.9451,-82.3781,8254,"Hernando, FL"
28.9999,-80.9602,1853,"Glencoe, FL"
28.3349,-81.3539,33598,"Buenaventura Lakes, FL"
29.1635,-81.5349,1504,"Astor, FL"
27.8868,-81.8213,19597,"Bartow, FL"
26.7123,-81.8684,4587,"Suncoast Estates, FL"
27.3591,-82.4932,4351,"Kensington Park, FL"
26.2802,-80.1842,61010,"Coconut Creek, FL"
25.9385,-80.1246,22348,"Sunny Isles Beach, FL"
30.4427,-87.1886,344400,"Pensacola, FL"
29.4498,-83.2819,167,"Horseshoe Beach, FL"
30.7234,-85.9374,558,"Ponce de Leon, FL"
26.5507,-82.098,3671,"St. James City, FL"
27.4096,-80.3538,4318,"Fort Pierce South, FL"
25.9433,-80.2426,113750,"Miami Gardens, FL"
27.9088,-82.7712,84754,"Largo, FL"
26.8554,-80.0864,2609,"Cabana Colony, FL"
25.9407,-80.3102,49207,"Country Club, FL"
29.8449,-81.3156,5271,"St. Augustine South, FL"
28.7878,-82.1318,3170,"Lake Panasoffkee, FL"
28.5971,-81.6787,1646,"Montverde, FL"
27.2874,-82.5137,3878,"Ridge Wood Heights, FL"
27.9061,-82.6813,3532,"Feather Sound, FL"
27.7463,-82.71,12371,"Gulfport, FL"
26.0294,-80.1679,153627,"Hollywood, FL"
26.5899,-80.039,1441,"South Palm Beach, FL"
28.7377,-81.1143,2573,"Geneva, FL"
30.3685,-87.1769,6528,"Gulf Breeze, FL"
28.3042,-81.4164,374231,"Kissimmee, FL"
28.214,-82.723,13291,"Elfers, FL"
25.5396,-80.3971,28201,"Princeton, FL"
28.6322,-82.3616,17,"Lake Lindsey, FL"
25.8646,-80.3516,891,"Medley, FL"
27.2916,-82.437,4718,"Lake Sarasota, FL"
30.9819,-85.6429,352,"Esto, FL"
29.5147,-82.9186,2925,"Manatee Road, FL"
25.8783,-80.137,92,"Indian Creek, FL"
27.9367,-82.3,113124,"Brandon, FL"
28.1583,-82.3411,8311,"Pebble Creek, FL"
25.9302,-80.166,44124,"North Miami Beach, FL"
28.3851,-81.2322,327,"Lake Hart, FL"
25.8095,-80.2974,2472,"Virginia Gardens, FL"
29.6502,-81.5998,1999,"East Palatka, FL"
30.4434,-86.5831,808,"Shalimar, FL"
27.197,-80.1982,2193,"Sewall's Point, FL"
30.6286,-87.0522,9986,"Milton, FL"
27.957,-81.9866,9335,"Medulla, FL"
25.67,-80.4483,58976,"The Hammocks, FL"
28.3146,-80.6713,36380,"Merritt Island, FL"
28.8436,-81.8009,1735,"Silver Lake, FL"
30.4396,-87.23,4624,"Goulding, FL"
30.5595,-87.1297,305,"Mulat, FL"
29.6795,-83.3837,778,"Steinhatchee, FL"
26.134,-80.1762,1046,"Franklin Park, FL"
28.5385,-81.6026,1252,"Tildenville, FL"
30.4369,-85.8791,268,"Ebro, FL"
28.293,-82.6907,20465,"Jasmine Estates, FL"
28.5441,-81.4629,6109,"Orlovista, FL"
26.9226,-82.3537,1101,"Manasota Key, FL"
30.402,-83.96,211,"Waukeenah, FL"
26.2633,-81.8094,6258,"Naples Park, FL"
29.4494,-82.2211,477,"McIntosh, FL"
26.6909,-80.1217,2191,"Haverhill, FL"
30.6197,-85.7062,678,"Vernon, FL"
28.4476,-81.4922,11416,"Doctor Phillips, FL"
26.2785,-80.0891,11242,"Lighthouse Point, FL"
29.4198,-81.3235,2907,"Bunnell, FL"
27.7618,-82.4002,17929,"Apollo Beach, FL"
29.5873,-82.9245,1009,"Fanning Springs, FL"
29.3336,-82.5357,1967,"Williston Highlands, FL"
26.6885,-80.8079,21,"Lake Harbor, FL"
29.652,-84.8881,740,"St. George Island, FL"
28.3102,-81.551,8536,"Celebration, FL"
27.8181,-81.8269,275,"Homeland, FL"
26.6784,-80.7269,5156,"South Bay, FL"
28.2468,-82.7169,16256,"New Port Richey, FL"
28.7107,-81.1801,1361,"Black Hammock, FL"
29.3364,-81.5065,646,"Seville, FL"
26.178,-80.1528,45035,"Oakland Park, FL"
28.1588,-81.6084,4544,"Davenport, FL"
28.1217,-81.482,66465,"Poinciana, FL"
28.962,-80.9415,22399,"Edgewater, FL"
26.5091,-80.0543,647,"Briny Breezes, FL"
27.7869,-80.4141,252,"Windsor, FL"
26.6304,-82.0719,705,"Matlacha, FL"
28.5787,-81.5337,46402,"Ocoee, FL"
28.0668,-80.561,3278,"Melbourne Beach, FL"
28.5405,-82.3903,8147,"Brooksville, FL"
26.6352,-82.1253,1986,"Pine Island Center, FL"
29.1172,-81.3517,2627,"De Leon Springs, FL"
28.3933,-80.605,10413,"Cape Canaveral, FL"
28.6569,-81.5056,5525,"South Apopka, FL"
29.4714,-81.1302,5068,"Flagler Beach, FL"
29.6386,-83.1248,3746,"Cross City, FL"
28.2603,-81.4525,2436,"Campbell, FL"
28.4267,-82.6254,2091,"Heritage Pines, FL"
25.0188,-80.5132,1994,"Tavernier, FL"
25.6347,-80.372,11155,"Richmond Heights, FL"
30.5901,-84.686,1383,"Gretna, FL"
30.4444,-86.642,23348,"Wright, FL"
25.8395,-80.2368,13539,"Gladeview, FL"
26.9031,-82.0486,2058,"Charlotte Park, FL"
30.0511,-83.1768,1237,"Mayo, FL"
25.8935,-80.1258,3059,"Bal Harbour, FL"
30.3906,-84.9857,336,"Lake Mystic, FL"
30.4263,-87.2679,20314,"West Pensacola, FL"
30.7826,-85.6845,4121,"Bonifay, FL"
25.8878,-80.1335,6006,"Bay Harbor Islands, FL"
28.4772,-81.3369,1776841,"Orlando, FL"
27.793,-82.6652,263255,"St. Petersburg, FL"
28.1459,-82.5185,10821,"Cheval, FL"
27.6993,-80.8871,316,"Yeehaw Junction, FL"
28.9681,-81.6482,87,"Altoona, FL"
26.5205,-82.191,194,"Captiva, FL"
27.2172,-80.7927,3982,"Taylor Creek, FL"
27.7235,-82.7387,9647,"St. Pete Beach, FL"
27.2779,-82.5516,5850,"Siesta Key, FL"
28.5727,-80.8193,57497,"Titusville, FL"
25.709,-80.3156,17560,"Glenvar Heights, FL"
28.5606,-81.0201,1682,"Christmas, FL"
28.9828,-81.2306,2780,"Lake Helen, FL"
25.9854,-80.1423,39831,"Hallandale Beach, FL"
25.5164,-80.4221,10776,"Naranja, FL"
30.7481,-86.5784,36880,"Crestview, FL"
25.9632,-80.183,22460,"Ives Estates, FL"
28.0718,-80.6874,4225,"June Park, FL"
30.6851,-87.0522,3665,"Point Baker, FL"
27.1461,-80.1895,10760,"Port Salerno, FL"
29.6493,-81.6704,23597,"Palatka, FL"
30.5261,-87.2735,21922,"Ensley, FL"
26.6932,-80.0406,8751,"Palm Beach, FL"
28.8964,-82.5991,4402,"Crystal River, FL"
29.1994,-81.0982,68055,"Daytona Beach, FL"
26.6349,-80.0968,24892,"Palm Springs, FL"
29.0928,-80.9474,3241,"Ponce Inlet, FL"
26.6615,-81.7399,4366,"Buckingham, FL"
27.5107,-82.7152,4261,"Holmes Beach, FL"
27.5251,-82.5751,13661,"Palmetto, FL"
26.7135,-81.7383,6496,"Fort Myers Shores, FL"
26.9199,-80.1128,64976,"Jupiter, FL"
27.8511,-82.2164,17698,"Fish Hawk, FL"
27.8614,-81.5618,258,"Highland Park, FL"
25.867,-80.1779,10649,"Miami Shores, FL"
27.8227,-82.3023,88191,"Riverview, FL"
27.7733,-80.4182,447,"Orchid, FL"
28.3394,-82.2787,1409,"San Antonio, FL"
28.0962,-81.8011,15973,"Auburndale, FL"
26.9388,-82.0278,706,"Solana, FL"
28.261,-80.715,10975,"Viera East, FL"
28.0478,-81.627,1393,"Lake Hamilton, FL"
27.9633,-81.8781,10386,"Highland City, FL"
26.6195,-81.8303,79943,"Fort Myers, FL"
27.1164,-82.4135,23020,"Venice, FL"
26.251,-81.711,3121,"Island Walk, FL"
30.1689,-81.8337,26315,"Oakleaf Plantation, FL"
28.5645,-81.2354,10707,"Union Park, FL"
28.7926,-81.7366,16865,"Tavares, FL"
28.2405,-82.1796,76416,"Zephyrhills, FL"
28.014,-82.1201,38714,"Plant City, FL"
26.9928,-82.0072,3401,"Harbour Heights, FL"
26.5834,-80.0564,11824,"Lantana, FL"
26.4323,-81.9167,7077,"Fort Myers Beach, FL"
27.2856,-82.5333,5265,"South Sarasota, FL"
30.7753,-85.812,278,"Caryville, FL"
29.3883,-82.4165,635,"East Williston, FL"
29.1725,-80.981,4514,"Daytona Beach Shores, FL"
26.9618,-80.1011,6094,"Tequesta, FL"
29.0334,-82.7326,495,"Yankeetown, FL"
26.6458,-80.1104,459,"Acacia Villas, FL"
28.6237,-81.5439,530,"Paradise Heights, FL"
30.3566,-83.9937,324,"Wacissa, FL"
27.9322,-80.5655,4207,"Grant-Valkaria, FL"
28.0177,-82.5062,36964,"Egypt Lake-Leto, FL"
27.3082,-82.5096,7539,"Southgate, FL"
25.5886,-80.3862,39312,"South Miami Heights, FL"
27.7494,-81.5252,8243,"Frostproof, FL"
28.9021,-81.9888,74618,"The Villages, FL"
27.2214,-81.8587,18376,"Arcadia, FL"
28.6633,-82.2726,214,"Istachatta, FL"
27.5266,-82.5261,3423,"Ellenton, FL"
26.4253,-81.4251,25686,"Immokalee, FL"
30.6175,-86.9636,13583,"East Milton, FL"
28.856,-81.6781,20827,"Eustis, FL"
30.9746,-86.3099,797,"Paxton, FL"
26.5651,-80.0611,4170,"San Castle, FL"
29.962,-82.9238,728,"Branford, FL"
26.5391,-81.9,12505,"Cypress Lake, FL"
28.4368,-80.7555,3016,"Sharpes, FL"
25.7237,-80.3717,12273,"Westwood Lakes, FL"
25.8826,-80.2415,11480,"Westview, FL"
27.7478,-80.4363,681,"Wabasso, FL"
26.5287,-80.0499,1943,"Ocean Ridge, FL"
30.1706,-81.7041,8705,"Orange Park, FL"
29.3687,-82.1976,538,"Reddick, FL"
27.1914,-82.48,6734,"Osprey, FL"
28.5987,-81.3438,30879,"Winter Park, FL"
28.6115,-82.0509,1090,"Webster, FL"
24.9408,-80.6097,6544,"Islamorada, Village of Islands, FL"
28.6615,-81.3953,44277,"Altamonte Springs, FL"
27.7985,-82.7887,4406,"Madeira Beach, FL"
27.9971,-82.3653,26989,"East Lake-Orient Park, FL"
30.1346,-85.5572,15144,"Callaway, FL"
30.1996,-84.3634,4999,"Crawfordville, FL"
29.0611,-82.0565,4963,"Belleview, FL"
28.8601,-81.9191,8181,"Fruitland Park, FL"
28.8013,-82.0699,852,"Coleman, FL"
30.1713,-85.6089,9437,"Springfield, FL"
29.8414,-81.2713,6998,"St. Augustine Beach, FL"
27.6684,-82.73,3560,"Tierra Verde, FL"
28.3837,-82.1943,2981,"Dade City North, FL"
26.1032,-81.7297,3808,"Lely, FL"
30.658,-81.4504,27005,"Fernandina Beach, FL"
28.5474,-81.2956,14701,"Azalea Park, FL"
27.9915,-82.307,11836,"Mango, FL"
30.4249,-86.6193,21895,"Fort Walton Beach, FL"
27.9173,-82.8455,114,"Belleair Shore, FL"
28.4797,-82.53,104722,"Spring Hill, FL"
27.7542,-82.7285,1962,"Bear Creek, FL"
24.6893,-81.3676,5339,"Big Pine Key, FL"
26.4277,-81.7951,33048,"Estero, FL"
30.8823,-87.1212,7,"Cobbtown, FL"
30.6746,-87.1996,2091,"Wallace, FL"
27.2587,-82.5065,10650,"Gulf Gate Estates, FL"
28.8024,-81.5351,5739,"Mount Plymouth, FL"
28.4564,-82.194,384,"Trilby, FL"
27.0435,-82.4152,14535,"South Venice, FL"
27.2479,-80.8115,1381,"Cypress Quarters, FL"
28.6619,-81.4443,14702,"Forest City, FL"
29.7548,-84.8693,2156,"Eastpoint, FL"
26.7774,-80.0368,1245,"Palm Beach Shores, FL"
28.5818,-81.4693,73444,"Pine Hills, FL"
29.6656,-81.2138,17,"Marineland, FL"
26.612,-81.6388,116849,"Lehigh Acres, FL"
28.008,-82.6965,17844,"Safety Harbor, FL"
28.658,-81.1872,40785,"Oviedo, FL"
27.8952,-82.8064,3168,"Ridgecrest, FL"
26.6919,-80.6672,27999,"Belle Glade, FL"
26.1547,-80.2997,94323,"Sunrise, FL"
30.5822,-87.2906,14490,"Gonzalez, FL"
26.7038,-80.2241,38592,"Royal Palm Beach, FL"
30.6029,-87.1022,3727,"Pea Ridge, FL"
27.5469,-81.8103,14408,"Wauchula, FL"
28.0329,-82.7863,36545,"Dunedin, FL"
25.8878,-80.3569,24156,"Hialeah Gardens, FL"
27.9574,-81.7288,5084,"Wahneta, FL"
27.9885,-80.5781,3077,"Malabar, FL"
27.483,-81.9098,195,"Ona, FL"
26.7549,-80.2984,6,"Westlake, FL"
27.8589,-82.7076,52854,"Pinellas Park, FL"
28.924,-81.93,15317,"Lady Lake, FL"
25.7607,-80.1416,81,"Fisher Island, FL"
25.622,-80.3222,24710,"Palmetto Bay, FL"
27.5805,-80.3848,19362,"Florida Ridge, FL"
28.6169,-81.3911,2273,"Eatonville, FL"
30.6865,-81.9212,3166,"Hilliard, FL"
27.4256,-80.343,45581,"Fort Pierce, FL"
27.9242,-82.8358,1607,"Belleair Beach, FL"
29.1084,-81.0137,63203,"Port Orange, FL"
26.9433,-80.1408,1290,"Limestone Creek, FL"
29.6351,-82.6047,5942,"Newberry, FL"
